Loaded training and validation data.
Created model.
{'loss': 0.6412, 'grad_norm': 0.30839964747428894, 'learning_rate': 4.9903846153846154e-05, 'epoch': 0.02}
{'loss': 0.0655, 'grad_norm': 5.202648639678955, 'learning_rate': 2.7925824175824177e-05, 'epoch': 4.42}
{'loss': 0.0648, 'grad_norm': 3.8730170726776123, 'learning_rate': 2.7827708006279434e-05, 'epoch': 4.43}
{'loss': 0.0641, 'grad_norm': 8.064438819885254, 'learning_rate': 2.77295918367347e-05, 'epoch': 4.45}
{'loss': 0.0633, 'grad_norm': 5.000357151031494, 'learning_rate': 2.7631475667189956e-05, 'epoch': 4.47}
{'loss': 0.0641, 'grad_norm': 5.4725751876831055, 'learning_rate': 2.753335949764521e-05, 'epoch': 4.49}
{'loss': 0.0633, 'grad_norm': 4.604809761047363, 'learning_rate': 2.7435243328100474e-05, 'epoch': 4.51}
{'loss': 0.0634, 'grad_norm': 5.555224418640137, 'learning_rate': 2.733712715855573e-05, 'epoch': 4.53}
{'loss': 0.0629, 'grad_norm': 4.158265113830566, 'learning_rate': 2.723901098901099e-05, 'epoch': 4.55}
{'loss': 0.0627, 'grad_norm': 6.606040000915527, 'learning_rate': 2.714089481946625e-05, 'epoch': 4.57}
{'loss': 0.0624, 'grad_norm': 10.44658374786377, 'learning_rate': 2.7042778649921507e-05, 'epoch': 4.59}
{'loss': 0.0632, 'grad_norm': 7.970032215118408, 'learning_rate': 2.694466248037677e-05, 'epoch': 4.61}
{'loss': 0.062, 'grad_norm': 4.5683698654174805, 'learning_rate': 2.684654631083203e-05, 'epoch': 4.63}
{'loss': 0.0622, 'grad_norm': 5.3349127769470215, 'learning_rate': 2.6748430141287283e-05, 'epoch': 4.65}
{'loss': 0.0615, 'grad_norm': 9.577532768249512, 'learning_rate': 2.6650313971742547e-05, 'epoch': 4.67}
{'loss': 0.0624, 'grad_norm': 10.660954475402832, 'learning_rate': 2.6552197802197804e-05, 'epoch': 4.69}
{'loss': 0.0615, 'grad_norm': 5.7284836769104, 'learning_rate': 2.645408163265306e-05, 'epoch': 4.71}
{'loss': 0.0614, 'grad_norm': 6.116998195648193, 'learning_rate': 2.6355965463108322e-05, 'epoch': 4.73}
{'loss': 0.0605, 'grad_norm': 4.869709491729736, 'learning_rate': 2.625784929356358e-05, 'epoch': 4.75}
{'loss': 0.0607, 'grad_norm': 7.131973743438721, 'learning_rate': 2.6159733124018837e-05, 'epoch': 4.77}
{'loss': 0.0608, 'grad_norm': 6.118313789367676, 'learning_rate': 2.60616169544741e-05, 'epoch': 4.79}
{'loss': 0.0602, 'grad_norm': 5.991800308227539, 'learning_rate': 2.5963500784929355e-05, 'epoch': 4.81}
{'loss': 0.0598, 'grad_norm': 6.812821388244629, 'learning_rate': 2.586538461538462e-05, 'epoch': 4.83}
{'loss': 0.0601, 'grad_norm': 9.09100341796875, 'learning_rate': 2.5767268445839877e-05, 'epoch': 4.85}
{'loss': 0.0608, 'grad_norm': 8.327081680297852, 'learning_rate': 2.5669152276295134e-05, 'epoch': 4.87}
{'loss': 0.0598, 'grad_norm': 6.650541305541992, 'learning_rate': 2.5571036106750395e-05, 'epoch': 4.89}
{'loss': 0.0596, 'grad_norm': 5.574402332305908, 'learning_rate': 2.5472919937205652e-05, 'epoch': 4.91}
{'loss': 0.0596, 'grad_norm': 7.763219356536865, 'learning_rate': 2.537480376766091e-05, 'epoch': 4.93}
{'loss': 0.0589, 'grad_norm': 3.800077199935913, 'learning_rate': 2.5276687598116174e-05, 'epoch': 4.95}
{'loss': 0.059, 'grad_norm': 6.113214015960693, 'learning_rate': 2.5178571428571428e-05, 'epoch': 4.96}
{'loss': 0.0576, 'grad_norm': 4.591250419616699, 'learning_rate': 2.5080455259026685e-05, 'epoch': 4.98}
{'eval_runtime': 31.0732, 'eval_samples_per_second': 655.806, 'eval_steps_per_second': 20.5, 'epoch': 5.0}

Eval loss : 0.058981

{'loss': 0.0587, 'grad_norm': 4.576958656311035, 'learning_rate': 2.498233908948195e-05, 'epoch': 5.0}
{'loss': 0.0584, 'grad_norm': 5.785147190093994, 'learning_rate': 2.4884222919937207e-05, 'epoch': 5.02}
{'loss': 0.0576, 'grad_norm': 3.997516632080078, 'learning_rate': 2.4786106750392464e-05, 'epoch': 5.04}
{'loss': 0.0582, 'grad_norm': 6.015641212463379, 'learning_rate': 2.4687990580847725e-05, 'epoch': 5.06}
{'loss': 0.057, 'grad_norm': 4.042897701263428, 'learning_rate': 2.4589874411302986e-05, 'epoch': 5.08}
{'loss': 0.0575, 'grad_norm': 3.788226842880249, 'learning_rate': 2.4491758241758243e-05, 'epoch': 5.1}
{'loss': 0.0563, 'grad_norm': 3.592985153198242, 'learning_rate': 2.43936420722135e-05, 'epoch': 5.12}
{'loss': 0.0566, 'grad_norm': 4.103283405303955, 'learning_rate': 2.429552590266876e-05, 'epoch': 5.14}
{'loss': 0.0568, 'grad_norm': 5.5540690422058105, 'learning_rate': 2.4197409733124022e-05, 'epoch': 5.16}
{'loss': 0.0569, 'grad_norm': 7.538069725036621, 'learning_rate': 2.409929356357928e-05, 'epoch': 5.18}
{'loss': 0.0566, 'grad_norm': 6.6802825927734375, 'learning_rate': 2.4001177394034537e-05, 'epoch': 5.2}
{'loss': 0.0563, 'grad_norm': 5.267575263977051, 'learning_rate': 2.3903061224489797e-05, 'epoch': 5.22}
{'loss': 0.0571, 'grad_norm': 4.814728260040283, 'learning_rate': 2.3804945054945055e-05, 'epoch': 5.24}
{'loss': 0.0564, 'grad_norm': 11.17064094543457, 'learning_rate': 2.3706828885400316e-05, 'epoch': 5.26}
{'loss': 0.0552, 'grad_norm': 4.8200154304504395, 'learning_rate': 2.3608712715855573e-05, 'epoch': 5.28}
{'loss': 0.0555, 'grad_norm': 4.3735270500183105, 'learning_rate': 2.3510596546310834e-05, 'epoch': 5.3}
{'loss': 0.0551, 'grad_norm': 6.550560474395752, 'learning_rate': 2.341248037676609e-05, 'epoch': 5.32}
{'loss': 0.055, 'grad_norm': 5.571530342102051, 'learning_rate': 2.3314364207221352e-05, 'epoch': 5.34}
{'loss': 0.0554, 'grad_norm': 7.0756144523620605, 'learning_rate': 2.321624803767661e-05, 'epoch': 5.36}
{'loss': 0.0562, 'grad_norm': 4.865004062652588, 'learning_rate': 2.311813186813187e-05, 'epoch': 5.38}
{'loss': 0.055, 'grad_norm': 4.002989768981934, 'learning_rate': 2.3020015698587127e-05, 'epoch': 5.4}
{'loss': 0.0541, 'grad_norm': 4.256368160247803, 'learning_rate': 2.2921899529042388e-05, 'epoch': 5.42}
{'loss': 0.0546, 'grad_norm': 2.8333218097686768, 'learning_rate': 2.2823783359497646e-05, 'epoch': 5.44}
{'loss': 0.0543, 'grad_norm': 3.638258695602417, 'learning_rate': 2.2725667189952906e-05, 'epoch': 5.46}
{'loss': 0.0543, 'grad_norm': 4.692948341369629, 'learning_rate': 2.2627551020408164e-05, 'epoch': 5.47}
{'loss': 0.0545, 'grad_norm': 4.171496868133545, 'learning_rate': 2.2529434850863425e-05, 'epoch': 5.49}
{'loss': 0.0532, 'grad_norm': 4.7860798835754395, 'learning_rate': 2.2431318681318682e-05, 'epoch': 5.51}
{'loss': 0.0536, 'grad_norm': 6.008090496063232, 'learning_rate': 2.233320251177394e-05, 'epoch': 5.53}
{'loss': 0.0534, 'grad_norm': 5.223602771759033, 'learning_rate': 2.22350863422292e-05, 'epoch': 5.55}
{'loss': 0.0527, 'grad_norm': 4.850787162780762, 'learning_rate': 2.213697017268446e-05, 'epoch': 5.57}
{'loss': 0.0527, 'grad_norm': 4.774037837982178, 'learning_rate': 2.2038854003139718e-05, 'epoch': 5.59}
{'loss': 0.0527, 'grad_norm': 5.041175842285156, 'learning_rate': 2.1940737833594976e-05, 'epoch': 5.61}
{'loss': 0.0538, 'grad_norm': 3.794559955596924, 'learning_rate': 2.1842621664050236e-05, 'epoch': 5.63}
{'loss': 0.0525, 'grad_norm': 3.659008264541626, 'learning_rate': 2.1744505494505497e-05, 'epoch': 5.65}
{'loss': 0.0524, 'grad_norm': 3.4157819747924805, 'learning_rate': 2.1646389324960755e-05, 'epoch': 5.67}
{'loss': 0.0526, 'grad_norm': 7.122867584228516, 'learning_rate': 2.1548273155416012e-05, 'epoch': 5.69}
{'loss': 0.0531, 'grad_norm': 6.289924144744873, 'learning_rate': 2.1450156985871273e-05, 'epoch': 5.71}
{'loss': 0.0523, 'grad_norm': 3.5295791625976562, 'learning_rate': 2.1352040816326533e-05, 'epoch': 5.73}
{'loss': 0.0525, 'grad_norm': 6.2352070808410645, 'learning_rate': 2.125392464678179e-05, 'epoch': 5.75}
{'loss': 0.0507, 'grad_norm': 5.447988510131836, 'learning_rate': 2.1155808477237048e-05, 'epoch': 5.77}
{'loss': 0.052, 'grad_norm': 5.120284557342529, 'learning_rate': 2.105769230769231e-05, 'epoch': 5.79}
{'loss': 0.0516, 'grad_norm': 3.095414161682129, 'learning_rate': 2.095957613814757e-05, 'epoch': 5.81}
{'loss': 0.0516, 'grad_norm': 3.375783681869507, 'learning_rate': 2.0861459968602827e-05, 'epoch': 5.83}
{'loss': 0.052, 'grad_norm': 5.972737789154053, 'learning_rate': 2.0763343799058085e-05, 'epoch': 5.85}
{'loss': 0.0509, 'grad_norm': 4.821335315704346, 'learning_rate': 2.0665227629513345e-05, 'epoch': 5.87}
{'loss': 0.0514, 'grad_norm': 4.1835713386535645, 'learning_rate': 2.0567111459968606e-05, 'epoch': 5.89}
{'loss': 0.051, 'grad_norm': 4.8077874183654785, 'learning_rate': 2.0468995290423863e-05, 'epoch': 5.91}
{'loss': 0.0507, 'grad_norm': 4.451551914215088, 'learning_rate': 2.037087912087912e-05, 'epoch': 5.93}
{'loss': 0.0508, 'grad_norm': 6.0693359375, 'learning_rate': 2.027276295133438e-05, 'epoch': 5.95}
{'loss': 0.0509, 'grad_norm': 4.677000999450684, 'learning_rate': 2.0174646781789642e-05, 'epoch': 5.97}
{'loss': 0.0509, 'grad_norm': 6.383735656738281, 'learning_rate': 2.00765306122449e-05, 'epoch': 5.99}
{'eval_runtime': 31.238, 'eval_samples_per_second': 652.347, 'eval_steps_per_second': 20.392, 'epoch': 6.0}

Eval loss : 0.051099

{'loss': 0.0499, 'grad_norm': 4.1936187744140625, 'learning_rate': 1.9978414442700157e-05, 'epoch': 6.0}
{'loss': 0.0499, 'grad_norm': 9.358732223510742, 'learning_rate': 1.9880298273155418e-05, 'epoch': 6.02}
{'loss': 0.0504, 'grad_norm': 3.3407368659973145, 'learning_rate': 1.9782182103610675e-05, 'epoch': 6.04}
{'loss': 0.0508, 'grad_norm': 5.138937950134277, 'learning_rate': 1.9684065934065936e-05, 'epoch': 6.06}
{'loss': 0.0504, 'grad_norm': 4.687673568725586, 'learning_rate': 1.9585949764521193e-05, 'epoch': 6.08}
{'loss': 0.0501, 'grad_norm': 4.343059539794922, 'learning_rate': 1.9487833594976454e-05, 'epoch': 6.1}
{'loss': 0.0493, 'grad_norm': 4.01627779006958, 'learning_rate': 1.938971742543171e-05, 'epoch': 6.12}
{'loss': 0.0494, 'grad_norm': 5.082857608795166, 'learning_rate': 1.9291601255886972e-05, 'epoch': 6.14}
{'loss': 0.0493, 'grad_norm': 4.429504871368408, 'learning_rate': 1.919348508634223e-05, 'epoch': 6.16}
{'loss': 0.0501, 'grad_norm': 7.85584831237793, 'learning_rate': 1.909536891679749e-05, 'epoch': 6.18}
{'loss': 0.0488, 'grad_norm': 7.44658899307251, 'learning_rate': 1.8997252747252748e-05, 'epoch': 6.2}
{'loss': 0.0483, 'grad_norm': 6.193772792816162, 'learning_rate': 1.889913657770801e-05, 'epoch': 6.22}
{'loss': 0.049, 'grad_norm': 5.06171989440918, 'learning_rate': 1.8801020408163266e-05, 'epoch': 6.24}
{'loss': 0.0489, 'grad_norm': 6.914418697357178, 'learning_rate': 1.8702904238618527e-05, 'epoch': 6.26}
{'loss': 0.0487, 'grad_norm': 5.810369968414307, 'learning_rate': 1.8604788069073784e-05, 'epoch': 6.28}
{'loss': 0.0486, 'grad_norm': 6.2283406257629395, 'learning_rate': 1.8506671899529045e-05, 'epoch': 6.3}
{'loss': 0.0483, 'grad_norm': 4.013928413391113, 'learning_rate': 1.8408555729984302e-05, 'epoch': 6.32}
{'loss': 0.0483, 'grad_norm': 4.968646049499512, 'learning_rate': 1.831043956043956e-05, 'epoch': 6.34}
{'loss': 0.0478, 'grad_norm': 2.469428062438965, 'learning_rate': 1.821232339089482e-05, 'epoch': 6.36}
{'loss': 0.0483, 'grad_norm': 3.83870005607605, 'learning_rate': 1.811420722135008e-05, 'epoch': 6.38}
{'loss': 0.0478, 'grad_norm': 3.9209132194519043, 'learning_rate': 1.801609105180534e-05, 'epoch': 6.4}
{'loss': 0.0474, 'grad_norm': 4.573362350463867, 'learning_rate': 1.7917974882260596e-05, 'epoch': 6.42}
{'loss': 0.0479, 'grad_norm': 3.43326473236084, 'learning_rate': 1.7819858712715857e-05, 'epoch': 6.44}
{'loss': 0.0471, 'grad_norm': 4.58020544052124, 'learning_rate': 1.7721742543171118e-05, 'epoch': 6.46}
{'loss': 0.0473, 'grad_norm': 3.7460849285125732, 'learning_rate': 1.7623626373626375e-05, 'epoch': 6.48}
{'loss': 0.0475, 'grad_norm': 5.121698379516602, 'learning_rate': 1.7525510204081632e-05, 'epoch': 6.5}
{'loss': 0.0477, 'grad_norm': 3.5314903259277344, 'learning_rate': 1.7427394034536893e-05, 'epoch': 6.51}
{'loss': 0.0464, 'grad_norm': 4.35614013671875, 'learning_rate': 1.7329277864992154e-05, 'epoch': 6.53}
{'loss': 0.0475, 'grad_norm': 5.825592517852783, 'learning_rate': 1.7231161695447408e-05, 'epoch': 6.55}
{'loss': 0.0471, 'grad_norm': 3.477895736694336, 'learning_rate': 1.713304552590267e-05, 'epoch': 6.57}
{'loss': 0.0462, 'grad_norm': 5.470231056213379, 'learning_rate': 1.703492935635793e-05, 'epoch': 6.59}
{'loss': 0.0469, 'grad_norm': 3.3613972663879395, 'learning_rate': 1.693681318681319e-05, 'epoch': 6.61}
{'loss': 0.0464, 'grad_norm': 5.097018718719482, 'learning_rate': 1.6838697017268444e-05, 'epoch': 6.63}
{'loss': 0.0465, 'grad_norm': 3.562755584716797, 'learning_rate': 1.6740580847723705e-05, 'epoch': 6.65}
{'loss': 0.0462, 'grad_norm': 3.947288990020752, 'learning_rate': 1.6642464678178966e-05, 'epoch': 6.67}
{'loss': 0.0461, 'grad_norm': 4.048359394073486, 'learning_rate': 1.6544348508634226e-05, 'epoch': 6.69}
{'loss': 0.0457, 'grad_norm': 4.337855815887451, 'learning_rate': 1.644623233908948e-05, 'epoch': 6.71}
{'loss': 0.0463, 'grad_norm': 4.40978479385376, 'learning_rate': 1.634811616954474e-05, 'epoch': 6.73}
{'loss': 0.0461, 'grad_norm': 6.866671085357666, 'learning_rate': 1.6250000000000002e-05, 'epoch': 6.75}
{'loss': 0.046, 'grad_norm': 2.77496337890625, 'learning_rate': 1.6151883830455263e-05, 'epoch': 6.77}
{'loss': 0.0449, 'grad_norm': 5.310593605041504, 'learning_rate': 1.6053767660910517e-05, 'epoch': 6.79}
{'loss': 0.0455, 'grad_norm': 5.36250638961792, 'learning_rate': 1.5955651491365777e-05, 'epoch': 6.81}
{'loss': 0.0447, 'grad_norm': 5.637259483337402, 'learning_rate': 1.5857535321821038e-05, 'epoch': 6.83}
{'loss': 0.0453, 'grad_norm': 3.7877707481384277, 'learning_rate': 1.5759419152276296e-05, 'epoch': 6.85}
{'loss': 0.0455, 'grad_norm': 3.752359390258789, 'learning_rate': 1.5661302982731553e-05, 'epoch': 6.87}
{'loss': 0.046, 'grad_norm': 3.287236213684082, 'learning_rate': 1.5563186813186814e-05, 'epoch': 6.89}
{'loss': 0.0449, 'grad_norm': 5.3540544509887695, 'learning_rate': 1.5465070643642075e-05, 'epoch': 6.91}
{'loss': 0.0453, 'grad_norm': 4.048921585083008, 'learning_rate': 1.5366954474097332e-05, 'epoch': 6.93}
{'loss': 0.045, 'grad_norm': 4.901269912719727, 'learning_rate': 1.526883830455259e-05, 'epoch': 6.95}
{'loss': 0.0451, 'grad_norm': 3.382913112640381, 'learning_rate': 1.517072213500785e-05, 'epoch': 6.97}
{'loss': 0.0452, 'grad_norm': 2.9782750606536865, 'learning_rate': 1.5072605965463111e-05, 'epoch': 6.99}
{'eval_runtime': 31.3175, 'eval_samples_per_second': 650.691, 'eval_steps_per_second': 20.34, 'epoch': 7.0}

Eval loss : 0.044942

{'loss': 0.045, 'grad_norm': 5.809114456176758, 'learning_rate': 1.4974489795918367e-05, 'epoch': 7.01}
{'loss': 0.0453, 'grad_norm': 4.957948207855225, 'learning_rate': 1.4876373626373627e-05, 'epoch': 7.03}
{'loss': 0.0449, 'grad_norm': 3.615780830383301, 'learning_rate': 1.4778257456828886e-05, 'epoch': 7.04}
{'loss': 0.0444, 'grad_norm': 7.368683338165283, 'learning_rate': 1.4680141287284147e-05, 'epoch': 7.06}
{'loss': 0.0443, 'grad_norm': 2.341625928878784, 'learning_rate': 1.4582025117739403e-05, 'epoch': 7.08}
{'loss': 0.0445, 'grad_norm': 7.731785774230957, 'learning_rate': 1.4483908948194664e-05, 'epoch': 7.1}
{'loss': 0.0438, 'grad_norm': 3.1834030151367188, 'learning_rate': 1.4385792778649923e-05, 'epoch': 7.12}
{'loss': 0.0439, 'grad_norm': 4.904422283172607, 'learning_rate': 1.428767660910518e-05, 'epoch': 7.14}
{'loss': 0.0433, 'grad_norm': 4.031137466430664, 'learning_rate': 1.418956043956044e-05, 'epoch': 7.16}
{'loss': 0.0443, 'grad_norm': 5.019742012023926, 'learning_rate': 1.40914442700157e-05, 'epoch': 7.18}
{'loss': 0.0438, 'grad_norm': 3.516237258911133, 'learning_rate': 1.3993328100470959e-05, 'epoch': 7.2}
{'loss': 0.0433, 'grad_norm': 4.747323989868164, 'learning_rate': 1.3895211930926216e-05, 'epoch': 7.22}
{'loss': 0.0441, 'grad_norm': 5.919980049133301, 'learning_rate': 1.3797095761381475e-05, 'epoch': 7.24}
{'loss': 0.0437, 'grad_norm': 4.379401683807373, 'learning_rate': 1.3698979591836736e-05, 'epoch': 7.26}
{'loss': 0.0437, 'grad_norm': 6.432582855224609, 'learning_rate': 1.3600863422291995e-05, 'epoch': 7.28}
{'loss': 0.0431, 'grad_norm': 2.4287431240081787, 'learning_rate': 1.3502747252747253e-05, 'epoch': 7.3}
{'loss': 0.043, 'grad_norm': 4.1932373046875, 'learning_rate': 1.3404631083202512e-05, 'epoch': 7.32}
{'loss': 0.0432, 'grad_norm': 5.0555548667907715, 'learning_rate': 1.3306514913657773e-05, 'epoch': 7.34}
{'loss': 0.0426, 'grad_norm': 4.120007514953613, 'learning_rate': 1.320839874411303e-05, 'epoch': 7.36}
{'loss': 0.0434, 'grad_norm': 3.5506820678710938, 'learning_rate': 1.3110282574568289e-05, 'epoch': 7.38}
{'loss': 0.0432, 'grad_norm': 4.949825763702393, 'learning_rate': 1.3012166405023548e-05, 'epoch': 7.4}
{'loss': 0.043, 'grad_norm': 5.293485641479492, 'learning_rate': 1.2914050235478809e-05, 'epoch': 7.42}
{'loss': 0.0427, 'grad_norm': 4.78484582901001, 'learning_rate': 1.2815934065934066e-05, 'epoch': 7.44}
{'loss': 0.0428, 'grad_norm': 4.551872730255127, 'learning_rate': 1.2717817896389325e-05, 'epoch': 7.46}
{'loss': 0.0427, 'grad_norm': 2.952465534210205, 'learning_rate': 1.2619701726844584e-05, 'epoch': 7.48}
{'loss': 0.0425, 'grad_norm': 2.958359956741333, 'learning_rate': 1.2521585557299845e-05, 'epoch': 7.5}
{'loss': 0.043, 'grad_norm': 4.8837480545043945, 'learning_rate': 1.2423469387755103e-05, 'epoch': 7.52}
{'loss': 0.0421, 'grad_norm': 4.46743106842041, 'learning_rate': 1.2325353218210362e-05, 'epoch': 7.54}
{'loss': 0.0424, 'grad_norm': 4.058477401733398, 'learning_rate': 1.222723704866562e-05, 'epoch': 7.55}
{'loss': 0.0425, 'grad_norm': 1.9828184843063354, 'learning_rate': 1.212912087912088e-05, 'epoch': 7.57}
{'loss': 0.0424, 'grad_norm': 2.4220480918884277, 'learning_rate': 1.2031004709576139e-05, 'epoch': 7.59}
{'loss': 0.0424, 'grad_norm': 5.406793594360352, 'learning_rate': 1.1932888540031398e-05, 'epoch': 7.61}
{'loss': 0.0425, 'grad_norm': 5.655592441558838, 'learning_rate': 1.1834772370486657e-05, 'epoch': 7.63}
{'loss': 0.0423, 'grad_norm': 4.634084701538086, 'learning_rate': 1.1736656200941916e-05, 'epoch': 7.65}
{'loss': 0.0423, 'grad_norm': 3.889091730117798, 'learning_rate': 1.1638540031397175e-05, 'epoch': 7.67}
{'loss': 0.0425, 'grad_norm': 3.6467700004577637, 'learning_rate': 1.1540423861852434e-05, 'epoch': 7.69}
{'loss': 0.0412, 'grad_norm': 2.925867795944214, 'learning_rate': 1.1442307692307693e-05, 'epoch': 7.71}
{'loss': 0.0418, 'grad_norm': 3.6592392921447754, 'learning_rate': 1.1344191522762952e-05, 'epoch': 7.73}
{'loss': 0.0416, 'grad_norm': 3.032058000564575, 'learning_rate': 1.1246075353218211e-05, 'epoch': 7.75}
{'loss': 0.0418, 'grad_norm': 4.768063545227051, 'learning_rate': 1.114795918367347e-05, 'epoch': 7.77}
{'loss': 0.041, 'grad_norm': 3.679297924041748, 'learning_rate': 1.104984301412873e-05, 'epoch': 7.79}
{'loss': 0.0419, 'grad_norm': 4.556107997894287, 'learning_rate': 1.0951726844583989e-05, 'epoch': 7.81}
{'loss': 0.0413, 'grad_norm': 5.239830493927002, 'learning_rate': 1.0853610675039248e-05, 'epoch': 7.83}
{'loss': 0.0413, 'grad_norm': 3.9303929805755615, 'learning_rate': 1.0755494505494507e-05, 'epoch': 7.85}
{'loss': 0.0418, 'grad_norm': 4.162350177764893, 'learning_rate': 1.0657378335949766e-05, 'epoch': 7.87}
{'loss': 0.0418, 'grad_norm': 3.876286268234253, 'learning_rate': 1.0559262166405023e-05, 'epoch': 7.89}
{'loss': 0.041, 'grad_norm': 3.650744915008545, 'learning_rate': 1.0461145996860284e-05, 'epoch': 7.91}
{'loss': 0.0408, 'grad_norm': 3.8634378910064697, 'learning_rate': 1.0363029827315541e-05, 'epoch': 7.93}
{'loss': 0.041, 'grad_norm': 2.700838088989258, 'learning_rate': 1.0264913657770802e-05, 'epoch': 7.95}
{'loss': 0.041, 'grad_norm': 5.270754814147949, 'learning_rate': 1.016679748822606e-05, 'epoch': 7.97}
{'loss': 0.0411, 'grad_norm': 3.726253032684326, 'learning_rate': 1.006868131868132e-05, 'epoch': 7.99}
{'eval_runtime': 31.3026, 'eval_samples_per_second': 651.001, 'eval_steps_per_second': 20.35, 'epoch': 8.0}

Eval loss : 0.040341

{'loss': 0.0412, 'grad_norm': 3.103233814239502, 'learning_rate': 9.970565149136578e-06, 'epoch': 8.01}
{'loss': 0.0406, 'grad_norm': 3.7846193313598633, 'learning_rate': 9.872448979591838e-06, 'epoch': 8.03}
{'loss': 0.0406, 'grad_norm': 2.903621196746826, 'learning_rate': 9.774332810047096e-06, 'epoch': 8.05}
{'loss': 0.0411, 'grad_norm': 2.9327242374420166, 'learning_rate': 9.676216640502357e-06, 'epoch': 8.07}
{'loss': 0.0401, 'grad_norm': 3.5880658626556396, 'learning_rate': 9.578100470957614e-06, 'epoch': 8.08}
{'loss': 0.0408, 'grad_norm': 3.6474032402038574, 'learning_rate': 9.479984301412873e-06, 'epoch': 8.1}
{'loss': 0.0405, 'grad_norm': 3.401280641555786, 'learning_rate': 9.381868131868132e-06, 'epoch': 8.12}
{'loss': 0.04, 'grad_norm': 3.0134148597717285, 'learning_rate': 9.283751962323391e-06, 'epoch': 8.14}
{'loss': 0.0401, 'grad_norm': 5.658895015716553, 'learning_rate': 9.18563579277865e-06, 'epoch': 8.16}
{'loss': 0.0405, 'grad_norm': 3.6624879837036133, 'learning_rate': 9.08751962323391e-06, 'epoch': 8.18}
{'loss': 0.0401, 'grad_norm': 4.6433844566345215, 'learning_rate': 8.989403453689168e-06, 'epoch': 8.2}
{'loss': 0.0395, 'grad_norm': 5.427285671234131, 'learning_rate': 8.891287284144428e-06, 'epoch': 8.22}
{'loss': 0.0402, 'grad_norm': 3.2660093307495117, 'learning_rate': 8.793171114599687e-06, 'epoch': 8.24}
{'loss': 0.0394, 'grad_norm': 2.176631212234497, 'learning_rate': 8.695054945054946e-06, 'epoch': 8.26}
{'loss': 0.0402, 'grad_norm': 2.6654152870178223, 'learning_rate': 8.596938775510205e-06, 'epoch': 8.28}
{'loss': 0.0408, 'grad_norm': 4.599706172943115, 'learning_rate': 8.498822605965464e-06, 'epoch': 8.3}
{'loss': 0.0403, 'grad_norm': 2.709930181503296, 'learning_rate': 8.400706436420723e-06, 'epoch': 8.32}
{'loss': 0.0397, 'grad_norm': 2.1478466987609863, 'learning_rate': 8.302590266875982e-06, 'epoch': 8.34}
{'loss': 0.04, 'grad_norm': 3.7060396671295166, 'learning_rate': 8.204474097331241e-06, 'epoch': 8.36}
{'loss': 0.0398, 'grad_norm': 3.5475525856018066, 'learning_rate': 8.1063579277865e-06, 'epoch': 8.38}
{'loss': 0.0396, 'grad_norm': 3.4517710208892822, 'learning_rate': 8.00824175824176e-06, 'epoch': 8.4}
{'loss': 0.0393, 'grad_norm': 3.8303725719451904, 'learning_rate': 7.910125588697018e-06, 'epoch': 8.42}
{'loss': 0.0391, 'grad_norm': 4.1559319496154785, 'learning_rate': 7.812009419152276e-06, 'epoch': 8.44}
{'loss': 0.0389, 'grad_norm': 2.5383167266845703, 'learning_rate': 7.713893249607536e-06, 'epoch': 8.46}
{'loss': 0.0396, 'grad_norm': 4.976914405822754, 'learning_rate': 7.615777080062794e-06, 'epoch': 8.48}
{'loss': 0.0388, 'grad_norm': 2.3149824142456055, 'learning_rate': 7.517660910518054e-06, 'epoch': 8.5}
{'loss': 0.039, 'grad_norm': 3.217759132385254, 'learning_rate': 7.419544740973312e-06, 'epoch': 8.52}
{'loss': 0.0394, 'grad_norm': 3.802926778793335, 'learning_rate': 7.321428571428572e-06, 'epoch': 8.54}
{'loss': 0.0396, 'grad_norm': 3.0720932483673096, 'learning_rate': 7.22331240188383e-06, 'epoch': 8.56}
{'loss': 0.039, 'grad_norm': 3.360233783721924, 'learning_rate': 7.12519623233909e-06, 'epoch': 8.58}
{'loss': 0.0387, 'grad_norm': 4.380945682525635, 'learning_rate': 7.027080062794348e-06, 'epoch': 8.59}
{'loss': 0.039, 'grad_norm': 3.594543218612671, 'learning_rate': 6.928963893249608e-06, 'epoch': 8.61}
{'loss': 0.0387, 'grad_norm': 5.083856105804443, 'learning_rate': 6.830847723704866e-06, 'epoch': 8.63}
{'loss': 0.0389, 'grad_norm': 3.724590301513672, 'learning_rate': 6.732731554160126e-06, 'epoch': 8.65}
{'loss': 0.0386, 'grad_norm': 1.939574956893921, 'learning_rate': 6.6346153846153846e-06, 'epoch': 8.67}
{'loss': 0.0393, 'grad_norm': 6.941518306732178, 'learning_rate': 6.536499215070644e-06, 'epoch': 8.69}
{'loss': 0.0388, 'grad_norm': 3.982689142227173, 'learning_rate': 6.438383045525903e-06, 'epoch': 8.71}
{'loss': 0.039, 'grad_norm': 2.178544759750366, 'learning_rate': 6.340266875981162e-06, 'epoch': 8.73}
{'loss': 0.0391, 'grad_norm': 3.1581332683563232, 'learning_rate': 6.242150706436421e-06, 'epoch': 8.75}
{'loss': 0.0387, 'grad_norm': 3.656170129776001, 'learning_rate': 6.14403453689168e-06, 'epoch': 8.77}
{'loss': 0.0387, 'grad_norm': 4.340782165527344, 'learning_rate': 6.045918367346939e-06, 'epoch': 8.79}
